,DATETIMEDATA,PM25,TEMP,WS,RH,WD,RAIN
477,2024-01-20 21:00:00,33.9,0,0,0,0,0
478,2024-01-20 22:00:00,25.8,0,0,0,0,0
479,2024-01-20 23:00:00,25.7,0,0,0,0,0
480,2024-01-21 00:00:00,24.1,0,0,0,0,0
481,2024-01-21 01:00:00,19.8,0,0,0,0,0
482,2024-01-21 02:00:00,20.2,0,0,0,0,0
483,2024-01-21 03:00:00,26.8,0,0,0,0,0
484,2024-01-21 04:00:00,31.7,0,0,0,0,0
485,2024-01-21 05:00:00,36.8,0,0,0,0,0
486,2024-01-21 06:00:00,35.1,0,0,0,0,0
487,2024-01-21 07:00:00,34.3,0,0,0,0,0
488,2024-01-21 08:00:00,38.4,0,0,0,0,0
489,2024-01-21 09:00:00,33.2,0,0,0,0,0
490,2024-01-21 10:00:00,,0,0,0,0,0
491,2024-01-21 11:00:00,25.6,0,0,0,0,0
492,2024-01-21 12:00:00,23.6,0,0,0,0,0
493,2024-01-21 13:00:00,14.1,0,0,0,0,0
494,2024-01-21 14:00:00,24.3,0,0,0,0,0
495,2024-01-21 15:00:00,23.1,0,0,0,0,0
496,2024-01-21 16:00:00,27.8,0,0,0,0,0
497,2024-01-21 17:00:00,22.9,0,0,0,0,0
498,2024-01-21 18:00:00,26.3,0,0,0,0,0
499,2024-01-21 19:00:00,21.5,0,0,0,0,0
500,2024-01-21 20:00:00,20.4,0,0,0,0,0
501,2024-01-21 21:00:00,25.1,0,0,0,0,0
502,2024-01-21 22:00:00,26.4,0,0,0,0,0
503,2024-01-21 23:00:00,25.1,0,0,0,0,0
504,2024-01-22 00:00:00,21.3,0,0,0,0,0
505,2024-01-22 01:00:00,20.4,0,0,0,0,0
506,2024-01-22 02:00:00,23.0,0,0,0,0,0
507,2024-01-22 03:00:00,28.7,0,0,0,0,0
508,2024-01-22 04:00:00,28.9,0,0,0,0,0
509,2024-01-22 05:00:00,23.0,0,0,0,0,0
510,2024-01-22 06:00:00,21.2,0,0,0,0,0
511,2024-01-22 07:00:00,22.8,26,1,85,104,0
512,2024-01-22 08:00:00,22.0,28,1,77,98,0
513,2024-01-22 09:00:00,28.1,28,1,75,93,0
514,2024-01-22 10:00:00,22.5,29,1,73,115,2
515,2024-01-22 11:00:00,21.9,26,1,84,92,1
516,2024-01-22 12:00:00,13.5,28,1,75,92,0
517,2024-01-22 13:00:00,12.3,29,1,69,107,0
518,2024-01-22 14:00:00,10.8,30,1,65,128,0
519,2024-01-22 15:00:00,7.9,30,1,64,140,0
520,2024-01-22 16:00:00,8.1,29,1,67,132,0
521,2024-01-22 17:00:00,9.5,29,1,70,124,0
522,2024-01-22 18:00:00,11.3,28,1,71,119,0
523,2024-01-22 19:00:00,9.3,27,1,78,110,0
524,2024-01-22 20:00:00,8.1,27,1,81,110,0
525,2024-01-22 21:00:00,9.9,26,1,84,109,0
526,2024-01-22 22:00:00,12.3,26,2,86,115,0
527,2024-01-22 23:00:00,16.4,25,1,87,111,0
528,2024-01-23 00:00:00,9.8,25,1,92,109,0
529,2024-01-23 01:00:00,12.2,25,1,93,109,0
530,2024-01-23 02:00:00,13.2,25,1,93,105,0
531,2024-01-23 03:00:00,9.7,25,1,93,126,1
532,2024-01-23 04:00:00,12.0,24,1,90,120,3
533,2024-01-23 05:00:00,10.9,23,1,80,119,0
534,2024-01-23 06:00:00,11.4,23,0,84,106,0
535,2024-01-23 07:00:00,10.2,25,1,81,95,0
536,2024-01-23 08:00:00,7.3,28,1,65,93,0
537,2024-01-23 09:00:00,7.2,29,1,61,125,0
538,2024-01-23 10:00:00,6.9,30,1,61,99,0
539,2024-01-23 11:00:00,9.5,30,1,59,126,0
540,2024-01-23 12:00:00,12.4,30,1,62,113,0
541,2024-01-23 13:00:00,14.4,30,1,63,111,0
542,2024-01-23 14:00:00,13.0,30,1,64,150,0
543,2024-01-23 15:00:00,16.4,30,1,61,133,0
544,2024-01-23 16:00:00,7.6,29,1,63,147,0
545,2024-01-23 17:00:00,14.8,29,1,69,123,0
546,2024-01-23 18:00:00,12.3,28,1,74,123,0
547,2024-01-23 19:00:00,14.2,28,1,77,108,0
548,2024-01-23 20:00:00,13.5,28,1,73,135,0
549,2024-01-23 21:00:00,17.6,0,0,0,0,0
550,2024-01-23 22:00:00,16.1,27,1,77,119,0
551,2024-01-23 23:00:00,11.3,27,1,78,117,0
552,2024-01-24 00:00:00,12.7,27,1,79,95,0
553,2024-01-24 01:00:00,10.2,27,1,79,102,0
554,2024-01-24 02:00:00,13.9,27,1,80,101,0
555,2024-01-24 03:00:00,15.9,27,1,81,95,0
556,2024-01-24 04:00:00,13.6,27,1,81,106,0
557,2024-01-24 05:00:00,13.7,27,1,82,111,0
558,2024-01-24 06:00:00,14.4,27,1,82,115,0
559,2024-01-24 07:00:00,13.5,27,1,82,114,0
560,2024-01-24 08:00:00,15.4,27,1,79,111,0
561,2024-01-24 09:00:00,14.3,28,1,76,109,0
562,2024-01-24 10:00:00,14.2,30,1,68,111,0
563,2024-01-24 11:00:00,13.6,30,1,64,150,0
564,2024-01-24 12:00:00,12.8,30,1,60,134,0
565,2024-01-24 13:00:00,18.3,30,1,63,151,1
566,2024-01-24 14:00:00,15.8,28,1,80,123,1
567,2024-01-24 15:00:00,15.5,29,1,73,128,0
568,2024-01-24 16:00:00,16.7,28,1,74,154,0
569,2024-01-24 17:00:00,15.5,27,1,79,119,0
570,2024-01-24 18:00:00,14.3,27,1,79,126,0
571,2024-01-24 19:00:00,14.7,27,1,80,126,0
572,2024-01-24 20:00:00,15.0,27,1,81,136,0
573,2024-01-24 21:00:00,15.7,27,1,83,127,0
574,2024-01-24 22:00:00,10.9,26,1,85,128,1
575,2024-01-24 23:00:00,8.4,26,1,87,130,1
576,2024-01-25 00:00:00,9.3,26,1,86,114,1
577,2024-01-25 01:00:00,11.2,26,1,84,120,0
578,2024-01-25 02:00:00,19.2,26,1,84,132,0
579,2024-01-25 03:00:00,13.0,26,1,85,115,0
580,2024-01-25 04:00:00,12.3,26,1,85,165,0
581,2024-01-25 05:00:00,12.3,26,1,85,129,0
582,2024-01-25 06:00:00,13.5,26,1,86,163,1
583,2024-01-25 07:00:00,11.8,26,1,87,191,1
584,2024-01-25 08:00:00,7.5,25,1,89,173,5
585,2024-01-25 09:00:00,10.0,26,1,90,189,5
586,2024-01-25 10:00:00,10.1,27,1,87,214,3
587,2024-01-25 11:00:00,9.4,28,1,80,171,0
588,2024-01-25 12:00:00,8.4,28,1,79,192,0
589,2024-01-25 13:00:00,16.2,28,1,80,155,1
590,2024-01-25 14:00:00,17.7,27,1,81,234,1
591,2024-01-25 15:00:00,20.6,28,1,75,220,0
592,2024-01-25 16:00:00,14.9,27,1,79,172,0
593,2024-01-25 17:00:00,12.4,27,1,78,169,0
594,2024-01-25 18:00:00,9.6,27,1,82,195,0
595,2024-01-25 19:00:00,8.9,27,0,79,168,0
596,2024-01-25 20:00:00,18.2,26,1,83,171,1
597,2024-01-25 21:00:00,17.2,26,1,82,183,1
598,2024-01-25 22:00:00,15.8,27,1,80,136,0
599,2024-01-25 23:00:00,14.0,27,1,76,197,0
600,2024-01-26 00:00:00,16.2,27,1,75,137,0
601,2024-01-26 01:00:00,14.0,27,1,75,156,0
602,2024-01-26 02:00:00,10.2,27,1,78,152,0
603,2024-01-26 03:00:00,12.5,26,1,86,136,4
604,2024-01-26 04:00:00,9.9,26,1,83,169,0
605,2024-01-26 05:00:00,7.7,26,0,80,150,0
606,2024-01-26 06:00:00,12.6,27,1,79,108,0
607,2024-01-26 07:00:00,13.5,27,1,78,101,0
608,2024-01-26 08:00:00,9.0,28,1,73,91,0
609,2024-01-26 09:00:00,15.8,29,0,70,188,0
610,2024-01-26 10:00:00,20.3,30,1,67,225,0
611,2024-01-26 11:00:00,14.9,31,1,62,216,0
612,2024-01-26 12:00:00,15.5,31,1,61,232,0
613,2024-01-26 13:00:00,17.4,30,1,65,223,0
614,2024-01-26 14:00:00,17.7,30,1,66,206,0
615,2024-01-26 15:00:00,17.9,29,1,69,222,0
616,2024-01-26 16:00:00,20.1,28,2,77,234,0
617,2024-01-26 17:00:00,16.1,27,1,80,208,1
618,2024-01-26 18:00:00,15.7,27,1,79,180,0
619,2024-01-26 19:00:00,17.0,27,1,78,193,0
620,2024-01-26 20:00:00,22.6,27,1,77,191,0
621,2024-01-26 21:00:00,24.2,27,1,76,179,0
622,2024-01-26 22:00:00,23.3,27,1,77,172,0
623,2024-01-26 23:00:00,16.9,27,1,77,184,0
624,2024-01-27 00:00:00,22.9,27,1,77,157,0
625,2024-01-27 01:00:00,19.5,27,1,78,156,0
626,2024-01-27 02:00:00,14.9,27,1,77,127,0
627,2024-01-27 03:00:00,17.8,26,1,78,124,0
628,2024-01-27 04:00:00,15.1,26,1,79,111,0
629,2024-01-27 05:00:00,19.1,26,1,80,107,0
630,2024-01-27 06:00:00,20.3,26,1,80,113,0
631,2024-01-27 07:00:00,18.5,27,0,77,123,0
632,2024-01-27 08:00:00,14.4,28,1,68,150,0
633,2024-01-27 09:00:00,14.5,29,1,63,201,0
634,2024-01-27 10:00:00,18.8,29,0,65,190,0
635,2024-01-27 11:00:00,13.8,31,1,56,233,0
636,2024-01-27 12:00:00,14.0,31,1,59,191,0
637,2024-01-27 13:00:00,18.4,31,0,58,159,0
638,2024-01-27 14:00:00,21.1,30,0,63,173,0
639,2024-01-27 15:00:00,20.2,30,1,65,176,0
640,2024-01-27 16:00:00,16.1,29,1,65,192,0
641,2024-01-27 17:00:00,14.3,28,1,72,207,2
642,2024-01-27 18:00:00,15.5,27,1,74,227,0
643,2024-01-27 19:00:00,12.1,27,1,75,201,0
644,2024-01-27 20:00:00,13.3,27,1,77,182,0
645,2024-01-27 21:00:00,16.7,27,1,76,173,0
646,2024-01-27 22:00:00,17.0,27,1,75,172,0
647,2024-01-27 23:00:00,13.1,27,1,76,122,0
648,2024-01-28 00:00:00,11.8,26,1,78,108,0
649,2024-01-28 01:00:00,14.4,26,1,78,110,0
650,2024-01-28 02:00:00,24.2,26,1,78,102,0
651,2024-01-28 03:00:00,21.0,26,1,78,111,0
652,2024-01-28 04:00:00,18.0,26,0,78,141,0
653,2024-01-28 05:00:00,13.6,26,1,78,134,0
654,2024-01-28 06:00:00,17.6,26,1,76,119,0
655,2024-01-28 07:00:00,12.2,26,1,74,104,0
656,2024-01-28 08:00:00,13.9,28,1,70,106,0
657,2024-01-28 09:00:00,22.1,29,0,66,192,0
658,2024-01-28 10:00:00,17.3,29,1,64,191,0
659,2024-01-28 11:00:00,13.8,30,0,60,232,0
660,2024-01-28 12:00:00,12.4,31,1,57,199,0
661,2024-01-28 13:00:00,18.5,31,1,57,210,0
662,2024-01-28 14:00:00,14.6,31,1,58,210,0
663,2024-01-28 15:00:00,13.1,31,1,57,165,0
664,2024-01-28 16:00:00,18.8,30,1,60,198,0
665,2024-01-28 17:00:00,18.9,29,0,66,205,0
666,2024-01-28 18:00:00,20.8,28,1,70,219,0
667,2024-01-28 19:00:00,20.9,27,1,73,188,0
668,2024-01-28 20:00:00,21.6,27,1,74,155,0
669,2024-01-28 21:00:00,18.3,27,1,75,170,0
670,2024-01-28 22:00:00,21.6,27,1,74,145,0
671,2024-01-28 23:00:00,14.2,27,1,74,120,0
672,2024-01-29 00:00:00,10.8,27,1,75,114,0
673,2024-01-29 01:00:00,12.1,26,1,77,109,0
674,2024-01-29 02:00:00,21.6,26,1,77,106,0
675,2024-01-29 03:00:00,20.0,26,1,77,107,0
676,2024-01-29 04:00:00,19.7,26,1,77,119,0
677,2024-01-29 05:00:00,15.6,25,1,83,131,1
678,2024-01-29 06:00:00,16.2,25,1,87,113,1
679,2024-01-29 07:00:00,10.5,26,1,82,128,0
680,2024-01-29 08:00:00,15.8,27,1,77,116,0
681,2024-01-29 09:00:00,12.1,28,1,72,193,0
682,2024-01-29 10:00:00,14.7,30,1,65,218,0
683,2024-01-29 11:00:00,16.2,30,0,61,227,0
684,2024-01-29 12:00:00,16.9,31,1,59,202,0
685,2024-01-29 13:00:00,15.6,31,0,56,205,0
686,2024-01-29 14:00:00,19.6,31,1,55,202,0
687,2024-01-29 15:00:00,21.4,31,1,57,194,0
688,2024-01-29 16:00:00,16.1,30,1,58,188,0
689,2024-01-29 17:00:00,25.1,29,1,61,142,0
690,2024-01-29 18:00:00,20.1,28,1,70,152,0
691,2024-01-29 19:00:00,18.0,27,1,73,202,0
692,2024-01-29 20:00:00,20.3,27,1,73,149,0
693,2024-01-29 21:00:00,23.5,27,1,73,134,0
694,2024-01-29 22:00:00,17.9,27,1,74,123,0
695,2024-01-29 23:00:00,10.5,27,1,79,127,1
696,2024-01-30 00:00:00,12.2,26,1,82,172,0
697,2024-01-30 01:00:00,11.8,26,1,80,175,0
698,2024-01-30 02:00:00,18.0,25,1,85,134,4
699,2024-01-30 03:00:00,9.6,25,1,82,167,0
700,2024-01-30 04:00:00,12.5,26,1,81,103,0
701,2024-01-30 05:00:00,12.5,26,1,82,108,0
702,2024-01-30 06:00:00,10.4,26,1,83,121,0
703,2024-01-30 07:00:00,18.7,26,1,81,125,0
704,2024-01-30 08:00:00,17.5,28,1,74,120,0
705,2024-01-30 09:00:00,17.2,29,1,67,167,0
706,2024-01-30 10:00:00,12.7,30,0,60,148,0
707,2024-01-30 11:00:00,14.9,31,0,56,193,0
708,2024-01-30 12:00:00,15.3,32,1,52,198,0
709,2024-01-30 13:00:00,18.9,32,1,52,166,0
710,2024-01-30 14:00:00,15.8,32,1,50,188,0
711,2024-01-30 15:00:00,17.4,32,1,52,184,0
712,2024-01-30 16:00:00,16.3,31,1,55,139,0
713,2024-01-30 17:00:00,21.5,29,1,61,130,0
714,2024-01-30 18:00:00,16.4,28,1,67,131,0
715,2024-01-30 19:00:00,24.0,28,1,71,120,0
716,2024-01-30 20:00:00,21.0,27,1,72,120,0
717,2024-01-30 21:00:00,22.1,27,1,73,121,0
718,2024-01-30 22:00:00,14.7,27,1,75,117,0
719,2024-01-30 23:00:00,14.3,27,1,76,118,0
720,2024-01-31 00:00:00,18.0,26,0,78,113,0
721,2024-01-31 01:00:00,18.7,26,0,79,107,0
722,2024-01-31 02:00:00,23.7,26,1,78,108,0
723,2024-01-31 03:00:00,17.1,26,1,79,114,0
724,2024-01-31 04:00:00,14.8,26,1,82,112,0
725,2024-01-31 05:00:00,19.8,26,0,85,108,0
726,2024-01-31 06:00:00,15.8,25,0,88,107,0
727,2024-01-31 07:00:00,21.7,26,0,86,108,0
728,2024-01-31 08:00:00,21.2,28,1,75,110,0
729,2024-01-31 09:00:00,16.1,29,1,68,127,0
730,2024-01-31 10:00:00,15.0,30,1,59,164,0
731,2024-01-31 11:00:00,13.3,31,1,58,164,0
732,2024-01-31 12:00:00,14.0,31,1,55,189,0
733,2024-01-31 13:00:00,17.4,31,1,54,184,0
734,2024-01-31 14:00:00,16.3,31,1,54,161,0
735,2024-01-31 15:00:00,12.9,31,1,54,180,0
736,2024-01-31 16:00:00,8.2,31,1,56,153,0
737,2024-01-31 17:00:00,12.6,29,1,65,153,0
738,2024-01-31 18:00:00,14.5,28,1,71,150,0
739,2024-01-31 19:00:00,14.7,28,1,75,117,0
740,2024-01-31 20:00:00,20.0,27,1,76,119,0
741,2024-01-31 21:00:00,18.7,27,1,77,118,0
742,2024-01-31 22:00:00,16.7,27,1,81,108,0
743,2024-01-31 23:00:00,24.3,26,1,81,111,0
744,2024-02-01 00:00:00,19.6,26,0,82,110,0
745,2024-02-01 01:00:00,19.2,26,0,85,108,0
746,2024-02-01 02:00:00,19.0,26,0,86,106,0
747,2024-02-01 03:00:00,17.8,25,0,88,111,0
748,2024-02-01 04:00:00,13.8,25,0,89,116,0
749,2024-02-01 05:00:00,19.7,25,0,89,114,0
750,2024-02-01 06:00:00,18.0,25,0,89,105,0
751,2024-02-01 07:00:00,23.9,26,0,85,105,0
752,2024-02-01 08:00:00,29.9,28,1,78,111,0
753,2024-02-01 09:00:00,23.5,29,1,70,121,0
754,2024-02-01 10:00:00,19.5,30,1,61,142,0
755,2024-02-01 11:00:00,17.8,31,1,57,171,0
756,2024-02-01 12:00:00,18.9,32,1,53,160,0
757,2024-02-01 13:00:00,17.5,32,1,52,171,0
758,2024-02-01 14:00:00,17.9,32,1,51,164,0
759,2024-02-01 15:00:00,16.7,31,1,52,167,0
760,2024-02-01 16:00:00,13.1,31,1,54,166,0
761,2024-02-01 17:00:00,17.8,29,1,62,135,0
762,2024-02-01 18:00:00,13.0,28,1,68,126,0
763,2024-02-01 19:00:00,22.5,28,1,73,117,0
764,2024-02-01 20:00:00,21.9,27,1,75,113,0
765,2024-02-01 21:00:00,22.3,27,1,77,111,0
766,2024-02-01 22:00:00,20.7,27,1,80,113,0
767,2024-02-01 23:00:00,25.6,26,1,83,109,0
768,2024-02-02 00:00:00,30.9,26,0,84,109,0
769,2024-02-02 01:00:00,25.9,26,0,86,108,0
770,2024-02-02 02:00:00,27.4,25,0,86,107,0
771,2024-02-02 03:00:00,18.4,25,0,89,105,0
772,2024-02-02 04:00:00,25.1,25,0,89,105,0
773,2024-02-02 05:00:00,29.3,24,0,91,103,0
774,2024-02-02 06:00:00,30.1,24,0,91,104,0
775,2024-02-02 07:00:00,29.6,25,0,90,105,0
776,2024-02-02 08:00:00,32.4,27,0,81,109,0
777,2024-02-02 09:00:00,31.8,29,1,68,113,0
778,2024-02-02 10:00:00,19.3,31,1,59,127,0
779,2024-02-02 11:00:00,15.8,32,1,54,169,0
780,2024-02-02 12:00:00,18.4,32,1,52,191,0
781,2024-02-02 13:00:00,16.5,32,1,52,172,0
782,2024-02-02 14:00:00,15.0,32,1,50,141,0
783,2024-02-02 15:00:00,13.6,32,1,52,168,0
784,2024-02-02 16:00:00,14.4,31,1,57,153,0
785,2024-02-02 17:00:00,10.7,30,1,64,158,0
786,2024-02-02 18:00:00,11.9,29,1,70,116,0
787,2024-02-02 19:00:00,16.7,28,1,74,122,0
788,2024-02-02 20:00:00,16.7,27,1,77,116,0
789,2024-02-02 21:00:00,23.6,27,1,79,116,0
790,2024-02-02 22:00:00,17.3,27,1,80,110,0
791,2024-02-02 23:00:00,19.4,27,0,81,110,0
792,2024-02-03 00:00:00,17.2,26,0,82,109,0
793,2024-02-03 01:00:00,18.6,26,0,84,108,0
794,2024-02-03 02:00:00,22.2,26,0,85,107,0
795,2024-02-03 03:00:00,21.9,26,1,80,117,0
796,2024-02-03 04:00:00,17.3,26,1,79,116,0
797,2024-02-03 05:00:00,16.1,26,1,78,114,0
798,2024-02-03 06:00:00,14.6,25,0,87,107,0
799,2024-02-03 07:00:00,25.8,26,0,87,108,0
800,2024-02-03 08:00:00,33.8,28,1,74,111,0
801,2024-02-03 09:00:00,20.5,29,1,66,124,0
802,2024-02-03 10:00:00,12.5,30,1,61,134,0
803,2024-02-03 11:00:00,18.8,32,1,55,138,0
804,2024-02-03 12:00:00,12.9,32,1,52,164,0
805,2024-02-03 13:00:00,11.3,32,1,51,148,0
806,2024-02-03 14:00:00,12.0,33,1,50,149,0
807,2024-02-03 15:00:00,19.2,32,1,52,167,0
808,2024-02-03 16:00:00,14.1,31,1,57,186,0
809,2024-02-03 17:00:00,11.9,30,1,65,188,0
810,2024-02-03 18:00:00,13.1,28,1,70,182,0
811,2024-02-03 19:00:00,20.9,28,1,72,140,0
812,2024-02-03 20:00:00,20.2,28,1,74,119,0
813,2024-02-03 21:00:00,16.8,27,1,76,112,0
814,2024-02-03 22:00:00,15.5,27,1,77,111,0
815,2024-02-03 23:00:00,10.5,27,0,78,107,0
816,2024-02-04 00:00:00,12.7,27,0,79,108,0
817,2024-02-04 01:00:00,13.0,27,0,80,106,0
818,2024-02-04 02:00:00,9.9,27,0,78,100,0
819,2024-02-04 03:00:00,13.2,26,0,81,96,0
820,2024-02-04 04:00:00,14.2,26,0,84,100,0
821,2024-02-04 05:00:00,15.7,25,0,89,107,0
822,2024-02-04 06:00:00,23.3,25,0,89,103,0
823,2024-02-04 07:00:00,24.0,25,0,87,107,0
824,2024-02-04 08:00:00,29.4,28,1,73,110,0
825,2024-02-04 09:00:00,19.3,30,1,63,95,0
826,2024-02-04 10:00:00,16.4,31,1,58,109,0
827,2024-02-04 11:00:00,17.4,33,1,54,121,0
828,2024-02-04 12:00:00,17.2,33,2,52,122,0
829,2024-02-04 13:00:00,15.4,33,2,54,137,0
830,2024-02-04 14:00:00,17.6,33,3,55,140,0
831,2024-02-04 15:00:00,20.5,32,3,55,145,0
832,2024-02-04 16:00:00,20.7,31,2,57,140,0
833,2024-02-04 17:00:00,25.7,30,2,63,138,0
834,2024-02-04 18:00:00,21.7,29,1,68,128,0
835,2024-02-04 19:00:00,22.7,28,1,72,128,0
836,2024-02-04 20:00:00,26.5,28,1,75,112,0
837,2024-02-04 21:00:00,22.9,27,1,78,111,0
838,2024-02-04 22:00:00,29.1,27,0,78,107,0
839,2024-02-04 23:00:00,27.4,27,0,77,108,0
840,2024-02-05 00:00:00,22.2,27,0,79,106,0
841,2024-02-05 01:00:00,28.9,26,0,84,102,0
842,2024-02-05 02:00:00,36.0,26,0,85,99,0
843,2024-02-05 03:00:00,31.0,25,0,86,102,0
844,2024-02-05 04:00:00,27.9,25,0,88,100,0
845,2024-02-05 05:00:00,31.2,25,0,89,102,0
846,2024-02-05 06:00:00,30.2,25,0,89,101,0
847,2024-02-05 07:00:00,33.8,25,0,89,113,0
848,2024-02-05 08:00:00,39.3,27,1,81,106,0
849,2024-02-05 09:00:00,43.4,29,1,72,116,0
850,2024-02-05 10:00:00,26.9,30,1,62,124,0
851,2024-02-05 11:00:00,25.3,32,2,59,124,0
852,2024-02-05 12:00:00,26.8,33,2,53,130,0
853,2024-02-05 13:00:00,22.0,33,1,49,139,0
854,2024-02-05 14:00:00,21.4,33,1,47,159,0
855,2024-02-05 15:00:00,24.6,33,1,49,147,0
856,2024-02-05 16:00:00,22.5,32,1,53,134,0
857,2024-02-05 17:00:00,25.3,31,1,58,149,0
858,2024-02-05 18:00:00,15.0,29,1,63,123,0
859,2024-02-05 19:00:00,19.5,28,1,71,113,0
860,2024-02-05 20:00:00,17.4,28,1,74,109,0
861,2024-02-05 21:00:00,16.3,28,1,76,112,0
862,2024-02-05 22:00:00,16.0,27,0,78,111,0
863,2024-02-05 23:00:00,17.4,27,1,78,114,0
864,2024-02-06 00:00:00,,27,1,76,119,0
865,2024-02-06 01:00:00,,27,0,77,103,0
866,2024-02-06 02:00:00,19.8,26,0,83,101,0
867,2024-02-06 03:00:00,23.1,26,0,85,103,0
868,2024-02-06 04:00:00,20.7,25,0,87,104,0
869,2024-02-06 05:00:00,24.0,25,0,89,106,0
870,2024-02-06 06:00:00,23.4,25,0,89,106,0
871,2024-02-06 07:00:00,26.3,25,0,89,107,0
872,2024-02-06 08:00:00,31.0,26,1,85,111,0
873,2024-02-06 09:00:00,32.9,28,2,77,120,0
874,2024-02-06 10:00:00,26.2,30,2,68,126,0
875,2024-02-06 11:00:00,20.3,31,2,63,126,0
876,2024-02-06 12:00:00,19.5,32,2,55,131,0
877,2024-02-06 13:00:00,13.5,33,1,50,159,0
878,2024-02-06 14:00:00,12.9,33,1,50,173,0
879,2024-02-06 15:00:00,11.1,33,1,50,148,0
880,2024-02-06 16:00:00,,32,1,53,166,0
881,2024-02-06 17:00:00,,31,2,57,128,0
882,2024-02-06 18:00:00,12.5,30,1,63,125,0
883,2024-02-06 19:00:00,13.9,29,1,71,115,0
884,2024-02-06 20:00:00,20.0,28,1,75,113,0
885,2024-02-06 21:00:00,19.3,28,1,77,111,0
886,2024-02-06 22:00:00,17.7,28,1,79,112,0
887,2024-02-06 23:00:00,18.8,28,0,80,107,0
888,2024-02-07 00:00:00,17.1,28,0,80,105,0
889,2024-02-07 01:00:00,13.3,27,1,83,105,0
890,2024-02-07 02:00:00,18.8,26,0,86,103,0
891,2024-02-07 03:00:00,22.5,26,0,85,94,0
892,2024-02-07 04:00:00,18.2,26,1,86,95,0
893,2024-02-07 05:00:00,27.0,26,0,88,101,0
894,2024-02-07 06:00:00,31.5,25,0,89,99,0
895,2024-02-07 07:00:00,24.8,26,0,85,100,0
896,2024-02-07 08:00:00,28.4,28,1,74,119,0
897,2024-02-07 09:00:00,22.3,30,1,65,122,0
898,2024-02-07 10:00:00,22.5,31,1,57,120,0
899,2024-02-07 11:00:00,20.3,33,2,49,136,0
900,2024-02-07 12:00:00,16.9,33,1,45,165,0
901,2024-02-07 13:00:00,16.7,33,1,45,160,0
902,2024-02-07 14:00:00,14.9,33,1,44,137,0
903,2024-02-07 15:00:00,20.5,33,1,46,153,0
904,2024-02-07 16:00:00,15.6,32,1,48,175,0
905,2024-02-07 17:00:00,18.5,30,2,58,134,0
906,2024-02-07 18:00:00,20.0,29,2,67,126,0
907,2024-02-07 19:00:00,23.1,29,1,71,115,0
908,2024-02-07 20:00:00,20.3,28,1,71,109,0
909,2024-02-07 21:00:00,21.1,28,1,72,111,0
910,2024-02-07 22:00:00,20.9,27,1,75,111,0
911,2024-02-07 23:00:00,20.4,27,0,77,110,0
912,2024-02-08 00:00:00,20.8,27,0,79,105,0
913,2024-02-08 01:00:00,17.0,27,0,81,100,0
914,2024-02-08 02:00:00,16.2,26,1,82,95,0
915,2024-02-08 03:00:00,25.8,26,0,85,96,0
916,2024-02-08 04:00:00,27.2,26,0,85,94,0
917,2024-02-08 05:00:00,31.1,25,0,86,100,0
918,2024-02-08 06:00:00,29.7,25,0,87,100,0
919,2024-02-08 07:00:00,27.8,26,1,87,107,0
920,2024-02-08 08:00:00,37.5,28,1,75,102,0
921,2024-02-08 09:00:00,34.1,30,1,63,102,0
922,2024-02-08 10:00:00,22.6,32,1,55,118,0
923,2024-02-08 11:00:00,18.8,33,2,52,123,0
924,2024-02-08 12:00:00,15.3,34,1,44,141,0
925,2024-02-08 13:00:00,13.9,34,1,46,163,0
926,2024-02-08 14:00:00,11.4,33,1,46,152,0
927,2024-02-08 15:00:00,14.8,33,2,46,149,0
928,2024-02-08 16:00:00,15.2,32,2,52,137,0
929,2024-02-08 17:00:00,14.1,31,2,59,141,0
930,2024-02-08 18:00:00,18.2,29,1,67,137,0
931,2024-02-08 19:00:00,15.7,29,1,72,119,0
932,2024-02-08 20:00:00,16.4,28,1,74,114,0
933,2024-02-08 21:00:00,18.1,28,1,76,112,0
934,2024-02-08 22:00:00,18.9,28,1,77,109,0
935,2024-02-08 23:00:00,24.4,28,1,77,107,0
936,2024-02-09 00:00:00,20.9,27,0,76,103,0
937,2024-02-09 01:00:00,13.3,27,0,81,101,0
938,2024-02-09 02:00:00,18.8,27,0,83,104,0
939,2024-02-09 03:00:00,18.1,27,0,83,101,0
940,2024-02-09 04:00:00,24.1,26,0,84,103,0
941,2024-02-09 05:00:00,28.6,26,0,87,105,0
942,2024-02-09 06:00:00,31.8,26,0,87,100,0
943,2024-02-09 07:00:00,27.5,26,0,83,103,0
944,2024-02-09 08:00:00,31.5,29,1,72,115,0
945,2024-02-09 09:00:00,20.7,30,1,67,123,0
946,2024-02-09 10:00:00,24.7,31,1,63,133,0
947,2024-02-09 11:00:00,28.8,32,1,56,136,0
948,2024-02-09 12:00:00,27.4,33,1,51,137,0
949,2024-02-09 13:00:00,28.6,33,1,50,170,0
950,2024-02-09 14:00:00,28.5,33,1,50,200,0
951,2024-02-09 15:00:00,28.4,33,1,49,166,0
952,2024-02-09 16:00:00,,32,1,53,154,0
953,2024-02-09 17:00:00,23.8,30,1,56,175,0
954,2024-02-09 18:00:00,18.1,29,1,64,131,0
955,2024-02-09 19:00:00,16.4,28,1,66,203,0
956,2024-02-09 20:00:00,19.2,28,1,67,172,0
957,2024-02-09 21:00:00,16.9,28,1,67,140,0
958,2024-02-09 22:00:00,18.3,28,1,69,119,0
