,DATETIMEDATA,PM25,TEMP,WS,RH,WD,RAIN
959,2024-02-09 23:00:00,19.4,28,1,70,112,0
960,2024-02-10 00:00:00,16.2,27,1,70,105,0
961,2024-02-10 01:00:00,16.2,27,1,71,101,0
962,2024-02-10 02:00:00,15.1,26,0,73,95,0
963,2024-02-10 03:00:00,18.2,26,0,76,98,0
964,2024-02-10 04:00:00,18.5,26,0,79,97,0
965,2024-02-10 05:00:00,22.3,26,1,76,105,0
966,2024-02-10 06:00:00,21.4,25,0,84,103,0
967,2024-02-10 07:00:00,22.2,26,1,80,107,0
968,2024-02-10 08:00:00,25.1,28,1,70,105,0
969,2024-02-10 09:00:00,21.4,29,1,65,125,0
970,2024-02-10 10:00:00,24.8,31,1,58,159,0
971,2024-02-10 11:00:00,17.7,32,1,55,184,0
972,2024-02-10 12:00:00,15.6,32,1,52,231,0
973,2024-02-10 13:00:00,17.3,33,1,51,216,0
974,2024-02-10 14:00:00,14.9,33,1,50,220,0
975,2024-02-10 15:00:00,15.9,33,1,51,195,0
976,2024-02-10 16:00:00,17.6,32,1,54,203,0
977,2024-02-10 17:00:00,20.9,31,1,57,168,0
978,2024-02-10 18:00:00,17.0,29,1,64,200,0
979,2024-02-10 19:00:00,18.1,29,1,65,159,0
980,2024-02-10 20:00:00,26.2,29,1,65,132,0
981,2024-02-10 21:00:00,25.1,28,1,65,136,0
982,2024-02-10 22:00:00,24.6,28,1,67,106,0
983,2024-02-10 23:00:00,25.0,28,1,69,96,0
984,2024-02-11 00:00:00,22.7,28,1,71,110,0
985,2024-02-11 01:00:00,24.4,27,1,71,107,0
986,2024-02-11 02:00:00,22.5,28,1,68,121,0
987,2024-02-11 03:00:00,21.0,27,1,67,110,0
988,2024-02-11 04:00:00,18.9,27,1,72,92,0
989,2024-02-11 05:00:00,16.2,27,1,71,81,0
990,2024-02-11 06:00:00,15.4,27,1,71,85,0
991,2024-02-11 07:00:00,19.0,27,1,67,86,0
992,2024-02-11 08:00:00,22.2,28,1,64,121,0
993,2024-02-11 09:00:00,21.7,29,1,60,139,0
994,2024-02-11 10:00:00,25.1,30,0,56,222,0
995,2024-02-11 11:00:00,18.2,31,1,53,228,0
996,2024-02-11 12:00:00,18.2,32,2,48,239,0
997,2024-02-11 13:00:00,16.8,32,2,47,245,0
998,2024-02-11 14:00:00,17.7,32,2,46,238,0
999,2024-02-11 15:00:00,19.5,32,1,50,219,0
1000,2024-02-11 16:00:00,21.5,31,1,52,235,0
1001,2024-02-11 17:00:00,19.3,30,1,57,218,0
1002,2024-02-11 18:00:00,17.2,29,1,62,171,0
1003,2024-02-11 19:00:00,18.8,28,1,63,160,0
1004,2024-02-11 20:00:00,,28,1,63,141,0
1005,2024-02-11 21:00:00,,28,1,63,146,0
1006,2024-02-11 22:00:00,20.2,28,1,64,128,0
1007,2024-02-11 23:00:00,24.0,28,1,67,110,0
1008,2024-02-12 00:00:00,20.7,27,1,68,112,0
1009,2024-02-12 01:00:00,22.2,27,1,70,92,0
1010,2024-02-12 02:00:00,22.6,27,1,70,88,0
1011,2024-02-12 03:00:00,21.5,27,1,70,109,0
1012,2024-02-12 04:00:00,18.7,27,1,71,93,0
1013,2024-02-12 05:00:00,20.6,26,1,72,106,0
1014,2024-02-12 06:00:00,21.4,26,1,72,103,0
1015,2024-02-12 07:00:00,25.9,27,1,70,75,0
1016,2024-02-12 08:00:00,27.8,28,1,69,101,0
1017,2024-02-12 09:00:00,24.5,29,1,65,136,0
1018,2024-02-12 10:00:00,19.3,30,1,56,230,0
1019,2024-02-12 11:00:00,21.9,31,1,52,225,0
1020,2024-02-12 12:00:00,22.8,32,1,49,225,0
1021,2024-02-12 13:00:00,20.8,32,1,47,226,0
1022,2024-02-12 14:00:00,19.3,32,2,48,241,0
1023,2024-02-12 15:00:00,19.7,31,2,49,241,0
1024,2024-02-12 16:00:00,17.1,31,1,52,205,0
1025,2024-02-12 17:00:00,22.2,30,1,57,230,0
1026,2024-02-12 18:00:00,20.7,28,1,63,198,0
1027,2024-02-12 19:00:00,22.2,28,1,65,205,0
1028,2024-02-12 20:00:00,20.5,28,1,67,193,0
1029,2024-02-12 21:00:00,20.2,28,1,69,207,0
1030,2024-02-12 22:00:00,21.1,27,1,70,170,0
1031,2024-02-12 23:00:00,22.5,27,2,71,211,0
1032,2024-02-13 00:00:00,25.1,27,1,72,215,0
1033,2024-02-13 01:00:00,22.3,27,1,70,214,0
1034,2024-02-13 02:00:00,16.2,27,1,67,201,0
1035,2024-02-13 03:00:00,19.2,27,1,68,123,0
1036,2024-02-13 04:00:00,16.5,27,1,73,104,0
1037,2024-02-13 05:00:00,17.3,27,1,73,115,0
1038,2024-02-13 06:00:00,20.0,26,1,75,115,0
1039,2024-02-13 07:00:00,25.8,27,1,75,124,0
1040,2024-02-13 08:00:00,22.2,28,1,70,105,0
1041,2024-02-13 09:00:00,22.3,29,1,66,140,0
1042,2024-02-13 10:00:00,18.0,30,1,60,148,0
1043,2024-02-13 11:00:00,21.1,31,1,53,176,0
1044,2024-02-13 12:00:00,21.2,32,1,51,209,0
1045,2024-02-13 13:00:00,20.2,32,1,52,204,0
1046,2024-02-13 14:00:00,19.0,32,1,52,196,0
1047,2024-02-13 15:00:00,15.3,31,1,56,172,0
1048,2024-02-13 16:00:00,18.0,30,1,58,210,0
1049,2024-02-13 17:00:00,19.5,29,1,60,175,0
1050,2024-02-13 18:00:00,20.6,29,1,65,158,0
1051,2024-02-13 19:00:00,25.6,28,1,69,141,0
1052,2024-02-13 20:00:00,19.2,28,1,70,131,0
1053,2024-02-13 21:00:00,18.3,28,1,68,133,0
1054,2024-02-13 22:00:00,17.2,28,1,70,134,0
1055,2024-02-13 23:00:00,15.8,28,1,71,125,0
1056,2024-02-14 00:00:00,18.7,28,1,71,125,0
1057,2024-02-14 01:00:00,21.5,27,1,77,113,0
1058,2024-02-14 02:00:00,15.2,26,1,84,116,0
1059,2024-02-14 03:00:00,13.8,27,1,80,141,0
1060,2024-02-14 04:00:00,13.3,26,1,83,123,1
1061,2024-02-14 05:00:00,12.3,26,1,79,179,0
1062,2024-02-14 06:00:00,15.2,26,1,82,132,0
1063,2024-02-14 07:00:00,20.8,26,1,85,137,1
1064,2024-02-14 08:00:00,16.3,27,1,85,131,0
1065,2024-02-14 09:00:00,19.2,28,1,77,137,0
1066,2024-02-14 10:00:00,18.3,30,1,66,219,0
1067,2024-02-14 11:00:00,19.1,30,1,68,207,0
1068,2024-02-14 12:00:00,17.8,32,1,59,228,0
1069,2024-02-14 13:00:00,18.2,32,1,59,212,0
1070,2024-02-14 14:00:00,17.8,32,1,59,189,0
1071,2024-02-14 15:00:00,23.9,31,1,61,173,0
1072,2024-02-14 16:00:00,15.6,30,1,63,216,0
1073,2024-02-14 17:00:00,17.6,30,1,66,194,0
1074,2024-02-14 18:00:00,19.6,29,1,71,204,0
1075,2024-02-14 19:00:00,26.3,28,1,73,191,0
1076,2024-02-14 20:00:00,23.1,28,1,74,187,0
1077,2024-02-14 21:00:00,21.3,28,1,75,158,0
1078,2024-02-14 22:00:00,20.9,28,1,74,134,0
1079,2024-02-14 23:00:00,15.4,28,1,74,104,0
1080,2024-02-15 00:00:00,15.9,27,1,77,121,0
1081,2024-02-15 01:00:00,19.9,27,1,78,135,0
1082,2024-02-15 02:00:00,18.3,27,1,78,157,0
1083,2024-02-15 03:00:00,10.6,27,1,79,145,0
1084,2024-02-15 04:00:00,13.3,27,1,80,143,0
1085,2024-02-15 05:00:00,12.1,27,1,80,143,0
1086,2024-02-15 06:00:00,18.9,27,1,81,122,0
1087,2024-02-15 07:00:00,23.3,27,1,79,124,0
1088,2024-02-15 08:00:00,23.3,29,1,70,148,0
1089,2024-02-15 09:00:00,13.2,31,0,61,165,0
1090,2024-02-15 10:00:00,22.4,31,1,57,224,0
1091,2024-02-15 11:00:00,18.8,32,1,55,229,0
1092,2024-02-15 12:00:00,18.2,32,1,51,253,0
1093,2024-02-15 13:00:00,17.8,33,1,50,233,0
1094,2024-02-15 14:00:00,18.6,33,1,51,217,0
1095,2024-02-15 15:00:00,13.4,32,1,53,198,0
1096,2024-02-15 16:00:00,15.8,32,1,56,189,0
1097,2024-02-15 17:00:00,17.6,30,1,61,198,0
1098,2024-02-15 18:00:00,16.1,29,1,66,207,0
1099,2024-02-15 19:00:00,16.9,28,1,70,208,0
1100,2024-02-15 20:00:00,19.3,28,1,71,202,0
1101,2024-02-15 21:00:00,13.2,28,1,73,177,0
1102,2024-02-15 22:00:00,23.3,28,1,73,120,0
1103,2024-02-15 23:00:00,17.9,28,1,74,120,0
1104,2024-02-16 00:00:00,22.7,28,1,73,113,0
1105,2024-02-16 01:00:00,16.9,28,1,74,109,0
1106,2024-02-16 02:00:00,17.7,27,1,75,115,0
1107,2024-02-16 03:00:00,12.2,27,1,76,99,0
1108,2024-02-16 04:00:00,13.9,27,1,78,105,0
1109,2024-02-16 05:00:00,12.8,27,1,78,115,0
1110,2024-02-16 06:00:00,19.9,27,1,79,99,0
1111,2024-02-16 07:00:00,19.9,27,1,76,106,0
1112,2024-02-16 08:00:00,20.4,29,1,70,108,0
1113,2024-02-16 09:00:00,16.0,30,1,61,121,0
1114,2024-02-16 10:00:00,19.2,31,1,54,152,0
1115,2024-02-16 11:00:00,15.8,32,1,52,188,0
1116,2024-02-16 12:00:00,16.2,32,1,50,222,0
1117,2024-02-16 13:00:00,14.4,33,1,47,204,0
1118,2024-02-16 14:00:00,18.2,33,1,47,147,0
1119,2024-02-16 15:00:00,9.2,33,1,46,152,0
1120,2024-02-16 16:00:00,17.1,32,1,52,192,0
1121,2024-02-16 17:00:00,15.2,30,1,60,148,0
1122,2024-02-16 18:00:00,20.3,29,1,67,138,0
1123,2024-02-16 19:00:00,19.1,28,1,71,129,0
1124,2024-02-16 20:00:00,19.6,28,1,71,124,0
1125,2024-02-16 21:00:00,14.4,28,1,72,111,0
1126,2024-02-16 22:00:00,15.4,28,1,73,113,0
1127,2024-02-16 23:00:00,16.2,28,1,74,110,0
1128,2024-02-17 00:00:00,17.8,27,1,75,111,0
1129,2024-02-17 01:00:00,14.5,27,1,75,102,0
1130,2024-02-17 02:00:00,14.7,27,1,77,95,0
1131,2024-02-17 03:00:00,16.2,27,1,77,110,0
1132,2024-02-17 04:00:00,17.1,26,1,78,117,0
1133,2024-02-17 05:00:00,16.2,26,1,77,117,0
1134,2024-02-17 06:00:00,21.0,26,1,78,113,0
1135,2024-02-17 07:00:00,26.1,27,1,77,130,0
1136,2024-02-17 08:00:00,19.2,28,1,71,115,0
1137,2024-02-17 09:00:00,17.1,29,1,64,120,0
1138,2024-02-17 10:00:00,22.4,30,1,57,147,0
1139,2024-02-17 11:00:00,21.3,32,1,50,151,0
1140,2024-02-17 12:00:00,23.2,32,1,46,160,0
1141,2024-02-17 13:00:00,20.8,33,1,40,161,0
1142,2024-02-17 14:00:00,15.6,33,1,42,159,0
1143,2024-02-17 15:00:00,18.5,32,2,47,157,0
1144,2024-02-17 16:00:00,21.0,32,1,50,152,0
1145,2024-02-17 17:00:00,17.2,30,1,55,155,0
1146,2024-02-17 18:00:00,15.3,29,1,64,180,0
1147,2024-02-17 19:00:00,18.5,28,1,68,165,0
1148,2024-02-17 20:00:00,19.2,28,1,70,137,0
1149,2024-02-17 21:00:00,15.7,28,1,69,123,0
1150,2024-02-17 22:00:00,22.6,28,1,69,112,0
1151,2024-02-17 23:00:00,17.1,28,1,70,106,0
1152,2024-02-18 00:00:00,17.1,27,1,71,103,0
1153,2024-02-18 01:00:00,14.6,27,1,72,110,0
1154,2024-02-18 02:00:00,16.3,27,1,75,107,0
1155,2024-02-18 03:00:00,16.7,27,1,76,109,0
1156,2024-02-18 04:00:00,14.6,27,1,75,112,0
1157,2024-02-18 05:00:00,17.0,26,0,77,107,0
1158,2024-02-18 06:00:00,23.8,26,1,76,112,0
1159,2024-02-18 07:00:00,23.6,27,1,75,114,0
1160,2024-02-18 08:00:00,22.2,29,1,68,120,0
1161,2024-02-18 09:00:00,,30,1,61,121,0
1162,2024-02-18 10:00:00,,31,1,57,126,0
1163,2024-02-18 11:00:00,17.9,32,1,53,159,0
1164,2024-02-18 12:00:00,18.6,32,1,54,202,0
1165,2024-02-18 13:00:00,17.3,32,1,55,218,0
1166,2024-02-18 14:00:00,17.2,32,1,58,199,0
1167,2024-02-18 15:00:00,14.8,31,1,60,180,0
1168,2024-02-18 16:00:00,16.0,30,1,65,160,0
1169,2024-02-18 17:00:00,18.0,29,1,68,131,0
1170,2024-02-18 18:00:00,21.0,29,1,69,120,0
1171,2024-02-18 19:00:00,22.7,27,1,81,116,0
1172,2024-02-18 20:00:00,21.5,27,1,86,111,0
1173,2024-02-18 21:00:00,27.0,27,0,82,106,0
1174,2024-02-18 22:00:00,24.7,28,1,78,105,0
1175,2024-02-18 23:00:00,14.2,28,1,77,107,0
1176,2024-02-19 00:00:00,14.4,28,1,76,108,0
1177,2024-02-19 01:00:00,17.5,28,1,76,106,0
1178,2024-02-19 02:00:00,14.0,28,0,76,104,0
1179,2024-02-19 03:00:00,13.6,28,1,74,96,0
1180,2024-02-19 04:00:00,14.4,27,1,78,94,0
1181,2024-02-19 05:00:00,13.2,27,1,78,102,0
1182,2024-02-19 06:00:00,13.5,27,0,78,102,0
1183,2024-02-19 07:00:00,19.7,28,1,76,96,0
1184,2024-02-19 08:00:00,19.0,29,1,71,112,0
1185,2024-02-19 09:00:00,10.2,31,1,61,115,0
1186,2024-02-19 10:00:00,13.5,31,1,57,136,0
1187,2024-02-19 11:00:00,14.4,32,1,55,147,0
1188,2024-02-19 12:00:00,14.7,32,2,55,139,0
1189,2024-02-19 13:00:00,10.6,33,1,52,155,0
1190,2024-02-19 14:00:00,11.9,33,1,57,169,0
1191,2024-02-19 15:00:00,9.8,31,1,60,157,0
1192,2024-02-19 16:00:00,8.5,31,1,60,177,0
1193,2024-02-19 17:00:00,12.7,30,1,65,144,0
1194,2024-02-19 18:00:00,14.1,29,1,69,126,0
1195,2024-02-19 19:00:00,20.0,29,1,74,119,0
1196,2024-02-19 20:00:00,18.8,28,1,77,110,0
1197,2024-02-19 21:00:00,19.8,28,1,78,112,0
1198,2024-02-19 22:00:00,23.5,28,1,78,115,0
1199,2024-02-19 23:00:00,13.0,28,1,78,117,0
1200,2024-02-20 00:00:00,11.3,28,1,78,111,0
1201,2024-02-20 01:00:00,15.2,27,0,83,111,0
1202,2024-02-20 02:00:00,19.2,27,0,85,107,0
1203,2024-02-20 03:00:00,11.8,27,0,87,107,0
1204,2024-02-20 04:00:00,14.3,27,0,87,107,0
1205,2024-02-20 05:00:00,18.9,26,0,88,106,0
1206,2024-02-20 06:00:00,26.2,26,0,89,106,0
1207,2024-02-20 07:00:00,28.9,27,0,85,105,0
1208,2024-02-20 08:00:00,31.4,29,1,69,112,0
1209,2024-02-20 09:00:00,19.0,31,1,62,93,0
1210,2024-02-20 10:00:00,15.7,32,1,56,104,0
1211,2024-02-20 11:00:00,17.8,34,1,48,127,0
1212,2024-02-20 12:00:00,14.5,34,1,47,167,0
1213,2024-02-20 13:00:00,13.5,34,1,48,170,0
1214,2024-02-20 14:00:00,9.8,34,1,46,151,0
1215,2024-02-20 15:00:00,10.7,33,1,52,194,0
1216,2024-02-20 16:00:00,14.7,32,1,59,175,0
1217,2024-02-20 17:00:00,13.1,30,1,65,140,0
1218,2024-02-20 18:00:00,19.0,29,1,70,129,0
1219,2024-02-20 19:00:00,18.3,29,1,72,115,0
1220,2024-02-20 20:00:00,13.1,29,2,73,116,0
1221,2024-02-20 21:00:00,10.9,28,1,73,110,0
1222,2024-02-20 22:00:00,10.3,28,1,75,108,0
1223,2024-02-20 23:00:00,11.5,28,1,77,108,0
1224,2024-02-21 00:00:00,12.6,28,0,80,106,0
1225,2024-02-21 01:00:00,20.4,27,0,82,105,0
1226,2024-02-21 02:00:00,19.8,27,0,84,105,0
1227,2024-02-21 03:00:00,12.3,27,1,84,95,0
1228,2024-02-21 04:00:00,13.9,26,0,87,109,0
1229,2024-02-21 05:00:00,20.6,26,0,89,109,0
1230,2024-02-21 06:00:00,25.7,26,0,89,112,0
1231,2024-02-21 07:00:00,21.8,26,0,87,109,0
1232,2024-02-21 08:00:00,24.0,28,1,72,108,0
1233,2024-02-21 09:00:00,17.7,30,1,62,102,0
1234,2024-02-21 10:00:00,12.8,32,1,54,118,0
1235,2024-02-21 11:00:00,10.2,33,1,47,130,0
1236,2024-02-21 12:00:00,9.2,34,1,45,127,0
1237,2024-02-21 13:00:00,9.5,34,1,44,142,0
1238,2024-02-21 14:00:00,8.4,34,2,43,147,0
1239,2024-02-21 15:00:00,13.6,34,1,45,155,0
1240,2024-02-21 16:00:00,17.9,33,1,52,174,0
1241,2024-02-21 17:00:00,14.0,31,2,57,151,0
1242,2024-02-21 18:00:00,16.1,30,1,66,138,0
1243,2024-02-21 19:00:00,19.4,29,1,71,120,0
1244,2024-02-21 20:00:00,14.4,28,1,73,116,0
1245,2024-02-21 21:00:00,18.2,28,1,74,113,0
1246,2024-02-21 22:00:00,16.4,28,1,75,109,0
1247,2024-02-21 23:00:00,11.4,28,1,76,107,0
1248,2024-02-22 00:00:00,17.5,28,1,76,106,0
1249,2024-02-22 01:00:00,17.0,27,1,78,108,0
1250,2024-02-22 02:00:00,15.6,27,0,81,106,0
1251,2024-02-22 03:00:00,13.4,26,0,83,114,0
1252,2024-02-22 04:00:00,11.8,26,0,86,109,0
1253,2024-02-22 05:00:00,20.1,26,1,83,101,0
1254,2024-02-22 06:00:00,20.5,26,0,85,105,0
1255,2024-02-22 07:00:00,25.9,26,1,84,103,0
1256,2024-02-22 08:00:00,25.4,29,1,69,118,0
1257,2024-02-22 09:00:00,15.2,31,1,60,108,0
1258,2024-02-22 10:00:00,12.9,31,1,56,134,0
1259,2024-02-22 11:00:00,13.2,33,1,51,136,0
1260,2024-02-22 12:00:00,10.0,33,1,48,138,0
1261,2024-02-22 13:00:00,11.2,33,1,46,144,0
1262,2024-02-22 14:00:00,8.5,33,1,45,170,0
1263,2024-02-22 15:00:00,8.6,33,1,45,156,0
1264,2024-02-22 16:00:00,7.9,33,2,49,138,0
1265,2024-02-22 17:00:00,9.7,31,1,55,156,0
1266,2024-02-22 18:00:00,10.3,29,1,64,157,0
1267,2024-02-22 19:00:00,11.2,29,1,68,118,0
1268,2024-02-22 20:00:00,12.0,28,2,69,118,0
1269,2024-02-22 21:00:00,12.5,28,1,70,110,0
1270,2024-02-22 22:00:00,9.8,28,1,72,109,0
1271,2024-02-22 23:00:00,9.3,28,1,74,107,0
1272,2024-02-23 00:00:00,10.5,27,1,76,106,0
1273,2024-02-23 01:00:00,12.6,27,1,79,107,0
1274,2024-02-23 02:00:00,16.2,26,1,82,106,0
1275,2024-02-23 03:00:00,14.8,26,0,84,105,0
1276,2024-02-23 04:00:00,16.9,26,0,85,105,0
1277,2024-02-23 05:00:00,16.1,25,1,87,106,0
1278,2024-02-23 06:00:00,21.7,25,0,88,105,0
1279,2024-02-23 07:00:00,23.0,26,0,83,102,0
1280,2024-02-23 08:00:00,,28,1,71,113,0
1281,2024-02-23 09:00:00,,30,1,63,131,0
1282,2024-02-23 10:00:00,12.1,31,1,56,159,0
1283,2024-02-23 11:00:00,10.1,32,1,52,164,0
1284,2024-02-23 12:00:00,7.3,32,1,50,171,0
1285,2024-02-23 13:00:00,6.9,33,1,49,176,0
1286,2024-02-23 14:00:00,5.3,33,1,48,175,0
1287,2024-02-23 15:00:00,5.6,33,1,50,185,0
1288,2024-02-23 16:00:00,8.6,32,1,52,192,0
1289,2024-02-23 17:00:00,10.0,31,1,53,189,0
1290,2024-02-23 18:00:00,12.1,30,1,62,136,0
1291,2024-02-23 19:00:00,10.4,29,1,68,131,0
1292,2024-02-23 20:00:00,15.6,28,1,71,112,0
1293,2024-02-23 21:00:00,18.3,28,1,73,113,0
1294,2024-02-23 22:00:00,12.4,28,1,75,111,0
1295,2024-02-23 23:00:00,10.2,28,1,75,115,0
1296,2024-02-24 00:00:00,12.6,27,1,76,109,0
1297,2024-02-24 01:00:00,10.0,27,1,75,117,0
1298,2024-02-24 02:00:00,11.4,27,1,73,119,0
1299,2024-02-24 03:00:00,7.2,27,1,76,110,0
1300,2024-02-24 04:00:00,8.8,27,1,77,106,0
1301,2024-02-24 05:00:00,11.1,27,1,76,103,0
1302,2024-02-24 06:00:00,18.9,26,1,78,103,0
1303,2024-02-24 07:00:00,15.0,27,1,75,92,0
1304,2024-02-24 08:00:00,10.3,29,1,67,115,0
1305,2024-02-24 09:00:00,13.7,31,1,58,115,0
1306,2024-02-24 10:00:00,11.7,31,1,54,125,0
1307,2024-02-24 11:00:00,10.2,32,1,47,161,0
1308,2024-02-24 12:00:00,8.2,33,1,47,139,0
1309,2024-02-24 13:00:00,9.2,33,1,46,152,0
1310,2024-02-24 14:00:00,6.8,33,1,48,149,0
1311,2024-02-24 15:00:00,6.4,33,1,48,166,0
1312,2024-02-24 16:00:00,12.4,32,1,51,159,0
1313,2024-02-24 17:00:00,10.9,31,1,54,179,0
1314,2024-02-24 18:00:00,14.0,30,1,61,190,0
1315,2024-02-24 19:00:00,17.5,29,1,68,154,0
1316,2024-02-24 20:00:00,16.1,28,2,69,132,0
1317,2024-02-24 21:00:00,12.7,28,1,71,121,0
1318,2024-02-24 22:00:00,11.1,28,2,74,118,0
1319,2024-02-24 23:00:00,17.0,28,1,72,114,0
1320,2024-02-25 00:00:00,13.3,28,1,72,123,0
1321,2024-02-25 01:00:00,10.5,27,1,73,135,0
1322,2024-02-25 02:00:00,10.8,27,1,74,144,0
1323,2024-02-25 03:00:00,7.1,27,1,75,92,0
1324,2024-02-25 04:00:00,10.0,26,1,77,97,0
1325,2024-02-25 05:00:00,13.3,26,1,77,100,0
1326,2024-02-25 06:00:00,16.3,26,1,78,97,0
1327,2024-02-25 07:00:00,13.2,27,1,75,100,0
1328,2024-02-25 08:00:00,13.7,29,1,65,92,0
1329,2024-02-25 09:00:00,10.5,31,1,59,111,0
1330,2024-02-25 10:00:00,12.4,32,1,54,135,0
1331,2024-02-25 11:00:00,17.8,33,1,48,138,0
1332,2024-02-25 12:00:00,15.7,34,1,44,185,0
1333,2024-02-25 13:00:00,12.0,33,1,51,172,0
1334,2024-02-25 14:00:00,13.6,33,1,52,159,0
1335,2024-02-25 15:00:00,17.5,33,1,54,155,0
1336,2024-02-25 16:00:00,20.0,32,2,58,153,0
1337,2024-02-25 17:00:00,20.4,31,2,61,156,0
1338,2024-02-25 18:00:00,22.6,29,1,67,144,0
1339,2024-02-25 19:00:00,26.2,29,2,69,126,0
1340,2024-02-25 20:00:00,25.4,29,1,72,185,0
1341,2024-02-25 21:00:00,19.1,28,1,72,142,0
1342,2024-02-25 22:00:00,21.2,28,1,68,140,0
1343,2024-02-25 23:00:00,17.7,28,1,70,113,0
1344,2024-02-26 00:00:00,18.1,28,1,72,120,0
1345,2024-02-26 01:00:00,15.2,28,1,74,124,0
1346,2024-02-26 02:00:00,14.8,27,1,74,125,0
1347,2024-02-26 03:00:00,12.9,27,1,74,122,0
1348,2024-02-26 04:00:00,17.3,27,1,75,123,0
1349,2024-02-26 05:00:00,15.6,27,1,75,122,0
1350,2024-02-26 06:00:00,27.4,27,1,76,115,0
1351,2024-02-26 07:00:00,27.3,28,1,73,121,0
1352,2024-02-26 08:00:00,19.2,29,1,68,117,0
1353,2024-02-26 09:00:00,22.5,30,1,63,135,0
1354,2024-02-26 10:00:00,22.4,32,1,55,200,0
1355,2024-02-26 11:00:00,18.9,32,1,52,158,0
1356,2024-02-26 12:00:00,20.0,33,1,49,221,0
1357,2024-02-26 13:00:00,18.3,33,1,45,171,0
1358,2024-02-26 14:00:00,17.8,33,1,47,201,0
1359,2024-02-26 15:00:00,19.8,33,1,51,153,0
1360,2024-02-26 16:00:00,18.3,32,1,54,163,0
1361,2024-02-26 17:00:00,16.8,31,1,56,187,0
1362,2024-02-26 18:00:00,22.9,30,1,63,158,0
1363,2024-02-26 19:00:00,19.8,29,1,69,170,0
1364,2024-02-26 20:00:00,20.2,29,1,72,191,0
1365,2024-02-26 21:00:00,16.0,28,1,72,139,0
1366,2024-02-26 22:00:00,18.7,28,1,72,119,0
1367,2024-02-26 23:00:00,16.6,28,1,72,116,0
1368,2024-02-27 00:00:00,14.1,28,1,72,102,0
1369,2024-02-27 01:00:00,17.2,28,1,73,96,0
1370,2024-02-27 02:00:00,11.5,28,1,74,114,0
1371,2024-02-27 03:00:00,9.7,27,1,75,94,0
1372,2024-02-27 04:00:00,12.4,27,1,77,95,0
1373,2024-02-27 05:00:00,18.8,27,1,77,114,0
1374,2024-02-27 06:00:00,24.7,27,1,77,103,0
1375,2024-02-27 07:00:00,17.7,27,1,75,108,0
1376,2024-02-27 08:00:00,20.6,29,1,67,96,0
1377,2024-02-27 09:00:00,18.4,30,1,62,119,0
1378,2024-02-27 10:00:00,,32,1,52,162,0
1379,2024-02-27 11:00:00,,32,1,51,149,0
1380,2024-02-27 12:00:00,15.3,33,1,49,188,0
1381,2024-02-27 13:00:00,12.3,33,1,48,168,0
1382,2024-02-27 14:00:00,10.2,33,1,49,186,0
1383,2024-02-27 15:00:00,18.1,32,1,51,190,0
1384,2024-02-27 16:00:00,13.5,32,1,56,181,0
1385,2024-02-27 17:00:00,12.1,30,1,61,197,0
1386,2024-02-27 18:00:00,15.3,29,1,66,178,0
1387,2024-02-27 19:00:00,21.7,29,1,67,162,0
1388,2024-02-27 20:00:00,17.5,29,1,68,134,0
1389,2024-02-27 21:00:00,21.1,29,1,69,140,0
1390,2024-02-27 22:00:00,23.2,29,1,70,111,0
1391,2024-02-27 23:00:00,16.2,28,1,71,120,0
1392,2024-02-28 00:00:00,18.3,28,1,72,119,0
1393,2024-02-28 01:00:00,14.5,28,1,74,140,0
1394,2024-02-28 02:00:00,12.4,28,1,74,117,0
1395,2024-02-28 03:00:00,11.7,28,1,74,115,0
1396,2024-02-28 04:00:00,17.8,27,1,74,108,0
1397,2024-02-28 05:00:00,18.0,27,1,75,83,0
1398,2024-02-28 06:00:00,18.9,27,1,76,96,0
1399,2024-02-28 07:00:00,19.8,28,1,73,85,0
1400,2024-02-28 08:00:00,19.0,29,1,67,117,0
1401,2024-02-28 09:00:00,18.9,31,1,58,124,0
1402,2024-02-28 10:00:00,18.0,32,1,52,181,0
1403,2024-02-28 11:00:00,16.1,33,1,50,204,0
1404,2024-02-28 12:00:00,13.2,33,1,48,189,0
1405,2024-02-28 13:00:00,15.1,34,1,47,194,0
1406,2024-02-28 14:00:00,14.3,33,1,50,188,0
1407,2024-02-28 15:00:00,16.3,33,1,52,198,0
1408,2024-02-28 16:00:00,16.0,32,1,53,179,0
1409,2024-02-28 17:00:00,23.1,31,1,57,209,0
1410,2024-02-28 18:00:00,27.7,29,1,61,216,0
1411,2024-02-28 19:00:00,23.6,29,1,64,184,0
1412,2024-02-28 20:00:00,25.2,29,1,64,183,0
1413,2024-02-28 21:00:00,23.2,29,1,64,159,0
1414,2024-02-28 22:00:00,24.7,28,1,65,134,0
1415,2024-02-28 23:00:00,19.8,28,1,65,94,0
1416,2024-02-29 00:00:00,18.5,28,1,66,91,0
1417,2024-02-29 01:00:00,16.1,27,1,68,96,0
1418,2024-02-29 02:00:00,16.0,27,1,68,108,0
1419,2024-02-29 03:00:00,15.4,27,1,68,98,0
1420,2024-02-29 04:00:00,17.8,27,1,70,100,0
1421,2024-02-29 05:00:00,22.5,26,1,71,106,0
1422,2024-02-29 06:00:00,21.9,26,1,73,111,0
1423,2024-02-29 07:00:00,23.2,26,1,74,109,0
1424,2024-02-29 08:00:00,24.5,29,1,64,114,0
1425,2024-02-29 09:00:00,21.1,30,1,58,116,0
