,DATETIMEDATA,PM25
725,2024-01-31 05:00:00,19.8
726,2024-01-31 06:00:00,15.8
727,2024-01-31 07:00:00,21.7
728,2024-01-31 08:00:00,21.2
729,2024-01-31 09:00:00,16.1
730,2024-01-31 10:00:00,15.0
731,2024-01-31 11:00:00,13.3
732,2024-01-31 12:00:00,14.0
733,2024-01-31 13:00:00,17.4
734,2024-01-31 14:00:00,16.3
735,2024-01-31 15:00:00,12.9
736,2024-01-31 16:00:00,8.2
737,2024-01-31 17:00:00,12.6
738,2024-01-31 18:00:00,14.5
739,2024-01-31 19:00:00,14.7
740,2024-01-31 20:00:00,20.0
741,2024-01-31 21:00:00,18.7
742,2024-01-31 22:00:00,16.7
743,2024-01-31 23:00:00,24.3
744,2024-02-01 00:00:00,19.6
745,2024-02-01 01:00:00,19.2
746,2024-02-01 02:00:00,19.0
747,2024-02-01 03:00:00,17.8
748,2024-02-01 04:00:00,13.8
749,2024-02-01 05:00:00,19.7
750,2024-02-01 06:00:00,18.0
751,2024-02-01 07:00:00,23.9
752,2024-02-01 08:00:00,29.9
753,2024-02-01 09:00:00,23.5
754,2024-02-01 10:00:00,19.5
755,2024-02-01 11:00:00,17.8
756,2024-02-01 12:00:00,18.9
757,2024-02-01 13:00:00,17.5
758,2024-02-01 14:00:00,17.9
759,2024-02-01 15:00:00,16.7
760,2024-02-01 16:00:00,13.1
761,2024-02-01 17:00:00,17.8
762,2024-02-01 18:00:00,13.0
763,2024-02-01 19:00:00,22.5
764,2024-02-01 20:00:00,21.9
765,2024-02-01 21:00:00,22.3
766,2024-02-01 22:00:00,20.7
767,2024-02-01 23:00:00,25.6
768,2024-02-02 00:00:00,30.9
769,2024-02-02 01:00:00,25.9
770,2024-02-02 02:00:00,27.4
771,2024-02-02 03:00:00,18.4
772,2024-02-02 04:00:00,25.1
773,2024-02-02 05:00:00,29.3
774,2024-02-02 06:00:00,30.1
775,2024-02-02 07:00:00,29.6
776,2024-02-02 08:00:00,32.4
777,2024-02-02 09:00:00,31.8
778,2024-02-02 10:00:00,19.3
779,2024-02-02 11:00:00,15.8
780,2024-02-02 12:00:00,18.4
781,2024-02-02 13:00:00,16.5
782,2024-02-02 14:00:00,15.0
783,2024-02-02 15:00:00,13.6
784,2024-02-02 16:00:00,14.4
785,2024-02-02 17:00:00,10.7
786,2024-02-02 18:00:00,11.9
787,2024-02-02 19:00:00,16.7
788,2024-02-02 20:00:00,16.7
789,2024-02-02 21:00:00,23.6
790,2024-02-02 22:00:00,17.3
791,2024-02-02 23:00:00,19.4
792,2024-02-03 00:00:00,17.2
793,2024-02-03 01:00:00,18.6
794,2024-02-03 02:00:00,22.2
795,2024-02-03 03:00:00,21.9
796,2024-02-03 04:00:00,17.3
797,2024-02-03 05:00:00,16.1
798,2024-02-03 06:00:00,14.6
799,2024-02-03 07:00:00,25.8
800,2024-02-03 08:00:00,33.8
801,2024-02-03 09:00:00,20.5
802,2024-02-03 10:00:00,12.5
803,2024-02-03 11:00:00,18.8
804,2024-02-03 12:00:00,12.9
805,2024-02-03 13:00:00,11.3
806,2024-02-03 14:00:00,12.0
807,2024-02-03 15:00:00,19.2
808,2024-02-03 16:00:00,14.1
809,2024-02-03 17:00:00,11.9
810,2024-02-03 18:00:00,13.1
811,2024-02-03 19:00:00,20.9
812,2024-02-03 20:00:00,20.2
813,2024-02-03 21:00:00,16.8
814,2024-02-03 22:00:00,15.5
815,2024-02-03 23:00:00,10.5
816,2024-02-04 00:00:00,12.7
817,2024-02-04 01:00:00,13.0
818,2024-02-04 02:00:00,9.9
819,2024-02-04 03:00:00,13.2
820,2024-02-04 04:00:00,14.2
821,2024-02-04 05:00:00,15.7
822,2024-02-04 06:00:00,23.3
823,2024-02-04 07:00:00,24.0
824,2024-02-04 08:00:00,29.4
825,2024-02-04 09:00:00,19.3
826,2024-02-04 10:00:00,16.4
827,2024-02-04 11:00:00,17.4
828,2024-02-04 12:00:00,17.2
829,2024-02-04 13:00:00,15.4
830,2024-02-04 14:00:00,17.6
831,2024-02-04 15:00:00,20.5
832,2024-02-04 16:00:00,20.7
833,2024-02-04 17:00:00,25.7
834,2024-02-04 18:00:00,21.7
835,2024-02-04 19:00:00,22.7
836,2024-02-04 20:00:00,26.5
837,2024-02-04 21:00:00,22.9
838,2024-02-04 22:00:00,29.1
839,2024-02-04 23:00:00,27.4
840,2024-02-05 00:00:00,22.2
841,2024-02-05 01:00:00,28.9
842,2024-02-05 02:00:00,36.0
843,2024-02-05 03:00:00,31.0
844,2024-02-05 04:00:00,27.9
845,2024-02-05 05:00:00,31.2
846,2024-02-05 06:00:00,30.2
847,2024-02-05 07:00:00,33.8
848,2024-02-05 08:00:00,39.3
849,2024-02-05 09:00:00,43.4
850,2024-02-05 10:00:00,26.9
851,2024-02-05 11:00:00,25.3
852,2024-02-05 12:00:00,26.8
853,2024-02-05 13:00:00,22.0
854,2024-02-05 14:00:00,21.4
855,2024-02-05 15:00:00,24.6
856,2024-02-05 16:00:00,22.5
857,2024-02-05 17:00:00,25.3
858,2024-02-05 18:00:00,15.0
859,2024-02-05 19:00:00,19.5
860,2024-02-05 20:00:00,17.4
861,2024-02-05 21:00:00,16.3
862,2024-02-05 22:00:00,16.0
863,2024-02-05 23:00:00,17.4
864,2024-02-06 00:00:00,
865,2024-02-06 01:00:00,
866,2024-02-06 02:00:00,19.8
867,2024-02-06 03:00:00,23.1
868,2024-02-06 04:00:00,20.7
869,2024-02-06 05:00:00,24.0
870,2024-02-06 06:00:00,23.4
871,2024-02-06 07:00:00,26.3
872,2024-02-06 08:00:00,31.0
873,2024-02-06 09:00:00,32.9
874,2024-02-06 10:00:00,26.2
875,2024-02-06 11:00:00,20.3
876,2024-02-06 12:00:00,19.5
877,2024-02-06 13:00:00,13.5
878,2024-02-06 14:00:00,12.9
879,2024-02-06 15:00:00,11.1
880,2024-02-06 16:00:00,
881,2024-02-06 17:00:00,
882,2024-02-06 18:00:00,12.5
883,2024-02-06 19:00:00,13.9
884,2024-02-06 20:00:00,20.0
885,2024-02-06 21:00:00,19.3
886,2024-02-06 22:00:00,17.7
887,2024-02-06 23:00:00,18.8
888,2024-02-07 00:00:00,17.1
889,2024-02-07 01:00:00,13.3
890,2024-02-07 02:00:00,18.8
891,2024-02-07 03:00:00,22.5
892,2024-02-07 04:00:00,18.2
893,2024-02-07 05:00:00,27.0
894,2024-02-07 06:00:00,31.5
895,2024-02-07 07:00:00,24.8
896,2024-02-07 08:00:00,28.4
897,2024-02-07 09:00:00,22.3
898,2024-02-07 10:00:00,22.5
899,2024-02-07 11:00:00,20.3
900,2024-02-07 12:00:00,16.9
901,2024-02-07 13:00:00,16.7
902,2024-02-07 14:00:00,14.9
903,2024-02-07 15:00:00,20.5
904,2024-02-07 16:00:00,15.6
905,2024-02-07 17:00:00,18.5
906,2024-02-07 18:00:00,20.0
907,2024-02-07 19:00:00,23.1
908,2024-02-07 20:00:00,20.3
909,2024-02-07 21:00:00,21.1
910,2024-02-07 22:00:00,20.9
911,2024-02-07 23:00:00,20.4
912,2024-02-08 00:00:00,20.8
913,2024-02-08 01:00:00,17.0
914,2024-02-08 02:00:00,16.2
915,2024-02-08 03:00:00,25.8
916,2024-02-08 04:00:00,27.2
917,2024-02-08 05:00:00,31.1
918,2024-02-08 06:00:00,29.7
919,2024-02-08 07:00:00,27.8
920,2024-02-08 08:00:00,37.5
921,2024-02-08 09:00:00,34.1
922,2024-02-08 10:00:00,22.6
923,2024-02-08 11:00:00,18.8
924,2024-02-08 12:00:00,15.3
925,2024-02-08 13:00:00,13.9
926,2024-02-08 14:00:00,11.4
927,2024-02-08 15:00:00,14.8
928,2024-02-08 16:00:00,15.2
929,2024-02-08 17:00:00,14.1
930,2024-02-08 18:00:00,18.2
931,2024-02-08 19:00:00,15.7
932,2024-02-08 20:00:00,16.4
933,2024-02-08 21:00:00,18.1
934,2024-02-08 22:00:00,18.9
935,2024-02-08 23:00:00,24.4
936,2024-02-09 00:00:00,20.9
937,2024-02-09 01:00:00,13.3
938,2024-02-09 02:00:00,18.8
939,2024-02-09 03:00:00,18.1
940,2024-02-09 04:00:00,24.1
941,2024-02-09 05:00:00,28.6
942,2024-02-09 06:00:00,31.8
943,2024-02-09 07:00:00,27.5
944,2024-02-09 08:00:00,31.5
945,2024-02-09 09:00:00,20.7
946,2024-02-09 10:00:00,24.7
947,2024-02-09 11:00:00,28.8
948,2024-02-09 12:00:00,27.4
949,2024-02-09 13:00:00,28.6
950,2024-02-09 14:00:00,28.5
951,2024-02-09 15:00:00,28.4
952,2024-02-09 16:00:00,
953,2024-02-09 17:00:00,23.8
954,2024-02-09 18:00:00,18.1
955,2024-02-09 19:00:00,16.4
956,2024-02-09 20:00:00,19.2
957,2024-02-09 21:00:00,16.9
958,2024-02-09 22:00:00,18.3
959,2024-02-09 23:00:00,19.4
960,2024-02-10 00:00:00,16.2
961,2024-02-10 01:00:00,16.2
962,2024-02-10 02:00:00,15.1
963,2024-02-10 03:00:00,18.2
964,2024-02-10 04:00:00,18.5
965,2024-02-10 05:00:00,22.3
966,2024-02-10 06:00:00,21.4
967,2024-02-10 07:00:00,22.2
968,2024-02-10 08:00:00,25.1
969,2024-02-10 09:00:00,21.4
970,2024-02-10 10:00:00,24.8
971,2024-02-10 11:00:00,17.7
972,2024-02-10 12:00:00,15.6
973,2024-02-10 13:00:00,17.3
974,2024-02-10 14:00:00,14.9
975,2024-02-10 15:00:00,15.9
976,2024-02-10 16:00:00,17.6
977,2024-02-10 17:00:00,20.9
978,2024-02-10 18:00:00,17.0
979,2024-02-10 19:00:00,18.1
980,2024-02-10 20:00:00,26.2
981,2024-02-10 21:00:00,25.1
982,2024-02-10 22:00:00,24.6
983,2024-02-10 23:00:00,25.0
984,2024-02-11 00:00:00,22.7
985,2024-02-11 01:00:00,24.4
986,2024-02-11 02:00:00,22.5
987,2024-02-11 03:00:00,21.0
988,2024-02-11 04:00:00,18.9
989,2024-02-11 05:00:00,16.2
990,2024-02-11 06:00:00,15.4
991,2024-02-11 07:00:00,19.0
992,2024-02-11 08:00:00,22.2
993,2024-02-11 09:00:00,21.7
994,2024-02-11 10:00:00,25.1
995,2024-02-11 11:00:00,18.2
996,2024-02-11 12:00:00,18.2
997,2024-02-11 13:00:00,16.8
998,2024-02-11 14:00:00,17.7
999,2024-02-11 15:00:00,19.5
1000,2024-02-11 16:00:00,21.5
1001,2024-02-11 17:00:00,19.3
1002,2024-02-11 18:00:00,17.2
1003,2024-02-11 19:00:00,18.8
1004,2024-02-11 20:00:00,
1005,2024-02-11 21:00:00,
1006,2024-02-11 22:00:00,20.2
1007,2024-02-11 23:00:00,24.0
1008,2024-02-12 00:00:00,20.7
1009,2024-02-12 01:00:00,22.2
1010,2024-02-12 02:00:00,22.6
1011,2024-02-12 03:00:00,21.5
1012,2024-02-12 04:00:00,18.7
1013,2024-02-12 05:00:00,20.6
1014,2024-02-12 06:00:00,21.4
1015,2024-02-12 07:00:00,25.9
1016,2024-02-12 08:00:00,27.8
1017,2024-02-12 09:00:00,24.5
1018,2024-02-12 10:00:00,19.3
1019,2024-02-12 11:00:00,21.9
1020,2024-02-12 12:00:00,22.8
1021,2024-02-12 13:00:00,20.8
1022,2024-02-12 14:00:00,19.3
1023,2024-02-12 15:00:00,19.7
1024,2024-02-12 16:00:00,17.1
1025,2024-02-12 17:00:00,22.2
1026,2024-02-12 18:00:00,20.7
1027,2024-02-12 19:00:00,22.2
1028,2024-02-12 20:00:00,20.5
1029,2024-02-12 21:00:00,20.2
1030,2024-02-12 22:00:00,21.1
1031,2024-02-12 23:00:00,22.5
1032,2024-02-13 00:00:00,25.1
1033,2024-02-13 01:00:00,22.3
1034,2024-02-13 02:00:00,16.2
1035,2024-02-13 03:00:00,19.2
1036,2024-02-13 04:00:00,16.5
1037,2024-02-13 05:00:00,17.3
1038,2024-02-13 06:00:00,20.0
1039,2024-02-13 07:00:00,25.8
1040,2024-02-13 08:00:00,22.2
1041,2024-02-13 09:00:00,22.3
1042,2024-02-13 10:00:00,18.0
1043,2024-02-13 11:00:00,21.1
1044,2024-02-13 12:00:00,21.2
1045,2024-02-13 13:00:00,20.2
1046,2024-02-13 14:00:00,19.0
1047,2024-02-13 15:00:00,15.3
1048,2024-02-13 16:00:00,18.0
1049,2024-02-13 17:00:00,19.5
1050,2024-02-13 18:00:00,20.6
1051,2024-02-13 19:00:00,25.6
1052,2024-02-13 20:00:00,19.2
1053,2024-02-13 21:00:00,18.3
1054,2024-02-13 22:00:00,17.2
1055,2024-02-13 23:00:00,15.8
1056,2024-02-14 00:00:00,18.7
1057,2024-02-14 01:00:00,21.5
1058,2024-02-14 02:00:00,15.2
1059,2024-02-14 03:00:00,13.8
1060,2024-02-14 04:00:00,13.3
1061,2024-02-14 05:00:00,12.3
1062,2024-02-14 06:00:00,15.2
1063,2024-02-14 07:00:00,20.8
1064,2024-02-14 08:00:00,16.3
1065,2024-02-14 09:00:00,19.2
1066,2024-02-14 10:00:00,18.3
1067,2024-02-14 11:00:00,19.1
1068,2024-02-14 12:00:00,17.8
1069,2024-02-14 13:00:00,18.2
1070,2024-02-14 14:00:00,17.8
1071,2024-02-14 15:00:00,23.9
1072,2024-02-14 16:00:00,15.6
1073,2024-02-14 17:00:00,17.6
1074,2024-02-14 18:00:00,19.6
1075,2024-02-14 19:00:00,26.3
1076,2024-02-14 20:00:00,23.1
1077,2024-02-14 21:00:00,21.3
1078,2024-02-14 22:00:00,20.9
1079,2024-02-14 23:00:00,15.4
1080,2024-02-15 00:00:00,15.9
1081,2024-02-15 01:00:00,19.9
1082,2024-02-15 02:00:00,18.3
1083,2024-02-15 03:00:00,10.6
1084,2024-02-15 04:00:00,13.3
1085,2024-02-15 05:00:00,12.1
1086,2024-02-15 06:00:00,18.9
1087,2024-02-15 07:00:00,23.3
1088,2024-02-15 08:00:00,23.3
1089,2024-02-15 09:00:00,13.2
1090,2024-02-15 10:00:00,22.4
1091,2024-02-15 11:00:00,18.8
1092,2024-02-15 12:00:00,18.2
1093,2024-02-15 13:00:00,17.8
1094,2024-02-15 14:00:00,18.6
1095,2024-02-15 15:00:00,13.4
1096,2024-02-15 16:00:00,15.8
1097,2024-02-15 17:00:00,17.6
1098,2024-02-15 18:00:00,16.1
1099,2024-02-15 19:00:00,16.9
1100,2024-02-15 20:00:00,19.3
1101,2024-02-15 21:00:00,13.2
1102,2024-02-15 22:00:00,23.3
1103,2024-02-15 23:00:00,17.9
1104,2024-02-16 00:00:00,22.7
1105,2024-02-16 01:00:00,16.9
1106,2024-02-16 02:00:00,17.7
1107,2024-02-16 03:00:00,12.2
1108,2024-02-16 04:00:00,13.9
1109,2024-02-16 05:00:00,12.8
1110,2024-02-16 06:00:00,19.9
1111,2024-02-16 07:00:00,19.9
1112,2024-02-16 08:00:00,20.4
1113,2024-02-16 09:00:00,16.0
1114,2024-02-16 10:00:00,19.2
1115,2024-02-16 11:00:00,15.8
1116,2024-02-16 12:00:00,16.2
1117,2024-02-16 13:00:00,14.4
1118,2024-02-16 14:00:00,18.2
1119,2024-02-16 15:00:00,9.2
1120,2024-02-16 16:00:00,17.1
1121,2024-02-16 17:00:00,15.2
1122,2024-02-16 18:00:00,20.3
1123,2024-02-16 19:00:00,19.1
1124,2024-02-16 20:00:00,19.6
1125,2024-02-16 21:00:00,14.4
1126,2024-02-16 22:00:00,15.4
1127,2024-02-16 23:00:00,16.2
1128,2024-02-17 00:00:00,17.8
1129,2024-02-17 01:00:00,14.5
1130,2024-02-17 02:00:00,14.7
1131,2024-02-17 03:00:00,16.2
1132,2024-02-17 04:00:00,17.1
1133,2024-02-17 05:00:00,16.2
1134,2024-02-17 06:00:00,21.0
1135,2024-02-17 07:00:00,26.1
1136,2024-02-17 08:00:00,19.2
1137,2024-02-17 09:00:00,17.1
1138,2024-02-17 10:00:00,22.4
1139,2024-02-17 11:00:00,21.3
1140,2024-02-17 12:00:00,23.2
1141,2024-02-17 13:00:00,20.8
1142,2024-02-17 14:00:00,15.6
1143,2024-02-17 15:00:00,18.5
1144,2024-02-17 16:00:00,21.0
1145,2024-02-17 17:00:00,17.2
1146,2024-02-17 18:00:00,15.3
1147,2024-02-17 19:00:00,18.5
1148,2024-02-17 20:00:00,19.2
1149,2024-02-17 21:00:00,15.7
1150,2024-02-17 22:00:00,22.6
1151,2024-02-17 23:00:00,17.1
1152,2024-02-18 00:00:00,17.1
1153,2024-02-18 01:00:00,14.6
1154,2024-02-18 02:00:00,16.3
1155,2024-02-18 03:00:00,16.7
1156,2024-02-18 04:00:00,14.6
1157,2024-02-18 05:00:00,17.0
1158,2024-02-18 06:00:00,23.8
1159,2024-02-18 07:00:00,23.6
1160,2024-02-18 08:00:00,22.2
1161,2024-02-18 09:00:00,
1162,2024-02-18 10:00:00,
1163,2024-02-18 11:00:00,17.9
1164,2024-02-18 12:00:00,18.6
1165,2024-02-18 13:00:00,17.3
1166,2024-02-18 14:00:00,17.2
1167,2024-02-18 15:00:00,14.8
1168,2024-02-18 16:00:00,16.0
1169,2024-02-18 17:00:00,18.0
1170,2024-02-18 18:00:00,21.0
1171,2024-02-18 19:00:00,22.7
1172,2024-02-18 20:00:00,21.5
1173,2024-02-18 21:00:00,27.0
1174,2024-02-18 22:00:00,24.7
1175,2024-02-18 23:00:00,14.2
1176,2024-02-19 00:00:00,14.4
1177,2024-02-19 01:00:00,17.5
1178,2024-02-19 02:00:00,14.0
1179,2024-02-19 03:00:00,13.6
1180,2024-02-19 04:00:00,14.4
1181,2024-02-19 05:00:00,13.2
1182,2024-02-19 06:00:00,13.5
1183,2024-02-19 07:00:00,19.7
1184,2024-02-19 08:00:00,19.0
1185,2024-02-19 09:00:00,10.2
1186,2024-02-19 10:00:00,13.5
1187,2024-02-19 11:00:00,14.4
1188,2024-02-19 12:00:00,14.7
1189,2024-02-19 13:00:00,10.6
1190,2024-02-19 14:00:00,11.9
1191,2024-02-19 15:00:00,9.8
1192,2024-02-19 16:00:00,8.5
1193,2024-02-19 17:00:00,12.7
1194,2024-02-19 18:00:00,14.1
1195,2024-02-19 19:00:00,20.0
1196,2024-02-19 20:00:00,18.8
1197,2024-02-19 21:00:00,19.8
1198,2024-02-19 22:00:00,23.5
1199,2024-02-19 23:00:00,13.0
1200,2024-02-20 00:00:00,11.3
1201,2024-02-20 01:00:00,15.2
1202,2024-02-20 02:00:00,19.2
1203,2024-02-20 03:00:00,11.8
1204,2024-02-20 04:00:00,14.3
1205,2024-02-20 05:00:00,18.9
1206,2024-02-20 06:00:00,26.2
1207,2024-02-20 07:00:00,28.9
1208,2024-02-20 08:00:00,31.4
1209,2024-02-20 09:00:00,19.0
1210,2024-02-20 10:00:00,15.7
1211,2024-02-20 11:00:00,17.8
1212,2024-02-20 12:00:00,14.5
1213,2024-02-20 13:00:00,13.5
1214,2024-02-20 14:00:00,9.8
1215,2024-02-20 15:00:00,10.7
1216,2024-02-20 16:00:00,14.7
1217,2024-02-20 17:00:00,13.1
1218,2024-02-20 18:00:00,19.0
1219,2024-02-20 19:00:00,18.3
1220,2024-02-20 20:00:00,13.1
1221,2024-02-20 21:00:00,10.9
1222,2024-02-20 22:00:00,10.3
1223,2024-02-20 23:00:00,11.5
1224,2024-02-21 00:00:00,12.6
1225,2024-02-21 01:00:00,20.4
1226,2024-02-21 02:00:00,19.8
1227,2024-02-21 03:00:00,12.3
1228,2024-02-21 04:00:00,13.9
1229,2024-02-21 05:00:00,20.6
1230,2024-02-21 06:00:00,25.7
1231,2024-02-21 07:00:00,21.8
1232,2024-02-21 08:00:00,24.0
1233,2024-02-21 09:00:00,17.7
1234,2024-02-21 10:00:00,12.8
1235,2024-02-21 11:00:00,10.2
1236,2024-02-21 12:00:00,9.2
1237,2024-02-21 13:00:00,9.5
1238,2024-02-21 14:00:00,8.4
1239,2024-02-21 15:00:00,13.6
1240,2024-02-21 16:00:00,17.9
1241,2024-02-21 17:00:00,14.0
1242,2024-02-21 18:00:00,16.1
1243,2024-02-21 19:00:00,19.4
1244,2024-02-21 20:00:00,14.4
1245,2024-02-21 21:00:00,18.2
1246,2024-02-21 22:00:00,16.4
1247,2024-02-21 23:00:00,11.4
1248,2024-02-22 00:00:00,17.5
1249,2024-02-22 01:00:00,17.0
1250,2024-02-22 02:00:00,15.6
1251,2024-02-22 03:00:00,13.4
1252,2024-02-22 04:00:00,11.8
1253,2024-02-22 05:00:00,20.1
1254,2024-02-22 06:00:00,20.5
1255,2024-02-22 07:00:00,25.9
1256,2024-02-22 08:00:00,25.4
1257,2024-02-22 09:00:00,15.2
1258,2024-02-22 10:00:00,12.9
1259,2024-02-22 11:00:00,13.2
1260,2024-02-22 12:00:00,10.0
1261,2024-02-22 13:00:00,11.2
1262,2024-02-22 14:00:00,8.5
1263,2024-02-22 15:00:00,8.6
1264,2024-02-22 16:00:00,7.9
1265,2024-02-22 17:00:00,9.7
1266,2024-02-22 18:00:00,10.3
1267,2024-02-22 19:00:00,11.2
1268,2024-02-22 20:00:00,12.0
1269,2024-02-22 21:00:00,12.5
1270,2024-02-22 22:00:00,9.8
1271,2024-02-22 23:00:00,9.3
1272,2024-02-23 00:00:00,10.5
1273,2024-02-23 01:00:00,12.6
1274,2024-02-23 02:00:00,16.2
1275,2024-02-23 03:00:00,14.8
1276,2024-02-23 04:00:00,16.9
1277,2024-02-23 05:00:00,16.1
1278,2024-02-23 06:00:00,21.7
1279,2024-02-23 07:00:00,23.0
1280,2024-02-23 08:00:00,
1281,2024-02-23 09:00:00,
1282,2024-02-23 10:00:00,12.1
1283,2024-02-23 11:00:00,10.1
1284,2024-02-23 12:00:00,7.3
1285,2024-02-23 13:00:00,6.9
1286,2024-02-23 14:00:00,5.3
1287,2024-02-23 15:00:00,5.6
1288,2024-02-23 16:00:00,8.6
1289,2024-02-23 17:00:00,10.0
1290,2024-02-23 18:00:00,12.1
1291,2024-02-23 19:00:00,10.4
1292,2024-02-23 20:00:00,15.6
1293,2024-02-23 21:00:00,18.3
1294,2024-02-23 22:00:00,12.4
1295,2024-02-23 23:00:00,10.2
1296,2024-02-24 00:00:00,12.6
1297,2024-02-24 01:00:00,10.0
1298,2024-02-24 02:00:00,11.4
1299,2024-02-24 03:00:00,7.2
1300,2024-02-24 04:00:00,8.8
1301,2024-02-24 05:00:00,11.1
1302,2024-02-24 06:00:00,18.9
1303,2024-02-24 07:00:00,15.0
1304,2024-02-24 08:00:00,10.3
1305,2024-02-24 09:00:00,13.7
1306,2024-02-24 10:00:00,11.7
1307,2024-02-24 11:00:00,10.2
1308,2024-02-24 12:00:00,8.2
1309,2024-02-24 13:00:00,9.2
1310,2024-02-24 14:00:00,6.8
1311,2024-02-24 15:00:00,6.4
1312,2024-02-24 16:00:00,12.4
1313,2024-02-24 17:00:00,10.9
1314,2024-02-24 18:00:00,14.0
1315,2024-02-24 19:00:00,17.5
1316,2024-02-24 20:00:00,16.1
1317,2024-02-24 21:00:00,12.7
1318,2024-02-24 22:00:00,11.1
1319,2024-02-24 23:00:00,17.0
1320,2024-02-25 00:00:00,13.3
1321,2024-02-25 01:00:00,10.5
1322,2024-02-25 02:00:00,10.8
1323,2024-02-25 03:00:00,7.1
1324,2024-02-25 04:00:00,10.0
1325,2024-02-25 05:00:00,13.3
1326,2024-02-25 06:00:00,16.3
1327,2024-02-25 07:00:00,13.2
1328,2024-02-25 08:00:00,13.7
1329,2024-02-25 09:00:00,10.5
1330,2024-02-25 10:00:00,12.4
1331,2024-02-25 11:00:00,17.8
1332,2024-02-25 12:00:00,15.7
1333,2024-02-25 13:00:00,12.0
1334,2024-02-25 14:00:00,13.6
1335,2024-02-25 15:00:00,17.5
1336,2024-02-25 16:00:00,20.0
1337,2024-02-25 17:00:00,20.4
1338,2024-02-25 18:00:00,22.6
1339,2024-02-25 19:00:00,26.2
1340,2024-02-25 20:00:00,25.4
1341,2024-02-25 21:00:00,19.1
1342,2024-02-25 22:00:00,21.2
1343,2024-02-25 23:00:00,17.7
1344,2024-02-26 00:00:00,18.1
1345,2024-02-26 01:00:00,15.2
1346,2024-02-26 02:00:00,14.8
1347,2024-02-26 03:00:00,12.9
1348,2024-02-26 04:00:00,17.3
1349,2024-02-26 05:00:00,15.6
1350,2024-02-26 06:00:00,27.4
1351,2024-02-26 07:00:00,27.3
1352,2024-02-26 08:00:00,19.2
1353,2024-02-26 09:00:00,22.5
1354,2024-02-26 10:00:00,22.4
1355,2024-02-26 11:00:00,18.9
1356,2024-02-26 12:00:00,20.0
1357,2024-02-26 13:00:00,18.3
1358,2024-02-26 14:00:00,17.8
1359,2024-02-26 15:00:00,19.8
1360,2024-02-26 16:00:00,18.3
1361,2024-02-26 17:00:00,16.8
1362,2024-02-26 18:00:00,22.9
1363,2024-02-26 19:00:00,19.8
1364,2024-02-26 20:00:00,20.2
1365,2024-02-26 21:00:00,16.0
1366,2024-02-26 22:00:00,18.7
1367,2024-02-26 23:00:00,16.6
1368,2024-02-27 00:00:00,14.1
1369,2024-02-27 01:00:00,17.2
1370,2024-02-27 02:00:00,11.5
1371,2024-02-27 03:00:00,9.7
1372,2024-02-27 04:00:00,12.4
1373,2024-02-27 05:00:00,18.8
1374,2024-02-27 06:00:00,24.7
1375,2024-02-27 07:00:00,17.7
1376,2024-02-27 08:00:00,20.6
1377,2024-02-27 09:00:00,18.4
1378,2024-02-27 10:00:00,
1379,2024-02-27 11:00:00,
1380,2024-02-27 12:00:00,15.3
1381,2024-02-27 13:00:00,12.3
1382,2024-02-27 14:00:00,10.2
1383,2024-02-27 15:00:00,18.1
1384,2024-02-27 16:00:00,13.5
1385,2024-02-27 17:00:00,12.1
1386,2024-02-27 18:00:00,15.3
1387,2024-02-27 19:00:00,21.7
1388,2024-02-27 20:00:00,17.5
1389,2024-02-27 21:00:00,21.1
1390,2024-02-27 22:00:00,23.2
1391,2024-02-27 23:00:00,16.2
1392,2024-02-28 00:00:00,18.3
1393,2024-02-28 01:00:00,14.5
1394,2024-02-28 02:00:00,12.4
1395,2024-02-28 03:00:00,11.7
1396,2024-02-28 04:00:00,17.8
1397,2024-02-28 05:00:00,18.0
1398,2024-02-28 06:00:00,18.9
1399,2024-02-28 07:00:00,19.8
1400,2024-02-28 08:00:00,19.0
1401,2024-02-28 09:00:00,18.9
1402,2024-02-28 10:00:00,18.0
1403,2024-02-28 11:00:00,16.1
1404,2024-02-28 12:00:00,13.2
1405,2024-02-28 13:00:00,15.1
1406,2024-02-28 14:00:00,14.3
1407,2024-02-28 15:00:00,16.3
1408,2024-02-28 16:00:00,16.0
1409,2024-02-28 17:00:00,23.1
1410,2024-02-28 18:00:00,27.7
1411,2024-02-28 19:00:00,23.6
1412,2024-02-28 20:00:00,25.2
1413,2024-02-28 21:00:00,23.2
1414,2024-02-28 22:00:00,24.7
1415,2024-02-28 23:00:00,19.8
1416,2024-02-29 00:00:00,18.5
1417,2024-02-29 01:00:00,16.1
1418,2024-02-29 02:00:00,16.0
1419,2024-02-29 03:00:00,15.4
1420,2024-02-29 04:00:00,17.8
1421,2024-02-29 05:00:00,22.5
1422,2024-02-29 06:00:00,21.9
1423,2024-02-29 07:00:00,23.2
1424,2024-02-29 08:00:00,24.5
1425,2024-02-29 09:00:00,21.1
1426,2024-02-29 10:00:00,20.2
1427,2024-02-29 11:00:00,15.8
1428,2024-02-29 12:00:00,13.9
1429,2024-02-29 13:00:00,13.8
1430,2024-02-29 14:00:00,13.6
1431,2024-02-29 15:00:00,14.9
1432,2024-02-29 16:00:00,17.0
1433,2024-02-29 17:00:00,17.4
1434,2024-02-29 18:00:00,18.5
1435,2024-02-29 19:00:00,23.4
1436,2024-02-29 20:00:00,21.8
1437,2024-02-29 21:00:00,25.1
1438,2024-02-29 22:00:00,19.5
